Season,Date,HomeTeam,AwayTeam,Pick,Book,BestOdds,p_low,p_med,EV_low,Result,Profit
2020,2019-12-15,Man United,Everton,H,B365,1.8,0.7106527463561054,0.8731123216507984,0.2791749434409898,D,-1.0
2020,2019-12-21,Bournemouth,Burnley,D,B365,3.4,0.40255838740919747,0.8823586221705693,0.36869851719127134,A,-1.0
2020,2019-12-21,Brighton,Sheffield United,D,B365C,3.4,0.30688678574104766,0.7504089376473317,0.04341507151956203,A,-1.0
2020,2019-12-26,Bournemouth,Arsenal,A,PS,2.07,0.6623876238848632,0.8808736452436254,0.37114238144166656,D,-1.0
2020,2019-12-27,Wolves,Man City,A,PSC,1.44,0.9562412259590143,0.9795464615693438,0.37698736538098054,H,-1.0
2020,2020-01-01,West Ham,Bournemouth,H,PS,1.97,0.7804037278158027,0.9316161018895096,0.5373953437971313,H,0.97
2020,2020-01-02,Liverpool,Sheffield United,H,IWC,1.3,0.8718124044032145,0.9542530254131383,0.13335612572417888,H,0.30000000000000004
2020,2020-01-11,Tottenham,Liverpool,A,IWC,1.75,0.694592446611326,0.9741996371913262,0.2155367815698206,A,0.75
2020,2020-01-18,Norwich,Bournemouth,H,PSC,2.28,0.4676585160232077,0.7906207406034698,0.0662614165329134,H,1.2799999999999998
2020,2020-01-23,Wolves,Liverpool,A,PSC,1.7,0.8198247935634966,0.9696393366760928,0.3937021490579442,A,0.7
2020,2020-02-01,Liverpool,Southampton,H,VCC,1.33,0.8909335145601579,0.9605349362717626,0.18494157436501002,H,0.33000000000000007
2020,2020-02-08,Everton,Crystal Palace,H,BWC,1.67,0.6942495760194417,0.8504906560577049,0.1593967919524677,H,0.6699999999999999
2020,2020-02-08,Brighton,Watford,D,B365,3.4,0.3345491546949358,0.6986907531056952,0.13746712596278177,D,2.4
2020,2020-02-15,Norwich,Liverpool,A,BWC,1.36,0.8862106445008918,0.946849435028068,0.20524647652121297,A,0.3600000000000001
2020,2020-02-22,Southampton,Aston Villa,D,PS,4.34,0.48512541659098235,0.6715529604643411,1.1054443080048633,H,-1.0
2020,2020-02-22,Chelsea,Tottenham,H,IWC,1.9,0.7325366157718836,0.8861969380264457,0.39181956996657874,H,0.8999999999999999
2020,2020-03-08,Man United,Man City,A,PSC,1.83,0.5972667792550871,0.8450148265917278,0.0929982060368093,H,-1.0
2020,2020-06-20,Watford,Leicester,H,VCC,3.9,0.29219244784668974,0.6594965122694905,0.13955054660208988,D,-1.0
2020,2020-06-20,Brighton,Arsenal,A,PS,2.5,0.4393071178951057,0.7941360479395678,0.09826779473776415,H,-1.0
2020,2020-06-21,Aston Villa,Chelsea,H,VCC,7.5,0.46515225987502035,0.8171899712282092,2.488641949062653,A,-1.0
2020,2020-06-21,Newcastle,Sheffield United,D,BW,3.2,0.41697732214819166,0.7178507656374392,0.33432743087421346,H,-1.0
2020,2020-06-23,Leicester,Brighton,H,BW,1.65,0.6323874108952724,0.8306068986067171,0.043439227977199346,D,-1.0
2020,2020-06-25,Chelsea,Man City,A,PSC,1.85,0.7562343511851073,0.9483326489165637,0.39903354969244864,H,-1.0
2020,2020-06-29,Crystal Palace,Burnley,A,PSC,4.5,0.23367191320402633,0.6364429479247921,0.0515236094181184,A,3.5
2020,2020-07-01,Everton,Leicester,D,PS,3.36,0.3531334104234713,0.5852459019296057,0.1865282590228634,H,-1.0
2020,2020-07-02,Man City,Liverpool,H,VC,2.1,0.6475246443277868,0.8870667233457534,0.3598017530883524,H,1.1
2020,2020-07-04,Norwich,Brighton,D,B365,3.4,0.369269013626751,0.7374379292384202,0.25551464633095344,A,-1.0
2020,2020-07-04,Leicester,Crystal Palace,H,PS,1.68,0.6492143973113089,0.8271998515117615,0.090680187482999,H,0.6799999999999999
2020,2020-07-05,Liverpool,Aston Villa,A,PSC,15.87,0.22359436728337154,0.5179743492233538,2.548442608787106,H,-1.0
2020,2020-07-05,Southampton,Man City,A,PS,1.34,0.9711020258497787,0.98,0.3012767146387034,H,-1.0
2020,2020-07-05,Newcastle,West Ham,D,PSC,3.43,0.3060446357746588,0.8350952992480744,0.04973310070707959,D,2.43
2020,2020-07-07,Watford,Norwich,H,PSC,1.8,0.7783480837996775,0.9596762058397188,0.4010265508394195,H,0.8
2020,2020-07-08,Man City,Newcastle,H,IW,1.13,0.98,0.98,0.10739999999999994,H,0.1299999999999999
2020,2020-07-13,Man United,Southampton,H,B365,1.3,0.9236383528824227,0.9770959428971043,0.20072985874714955,D,-1.0
2020,2020-07-16,Southampton,Brighton,D,PSC,3.45,0.4874628950200243,0.7808360436430694,0.681746987819084,D,2.45
2020,2020-07-16,Leicester,Sheffield United,H,PSC,2.19,0.47446353522521983,0.6855005851388996,0.03907514214323138,H,1.19
2020,2020-07-19,Tottenham,Leicester,D,PS,3.53,0.5740039064105088,0.846835959221316,1.0262337896290958,H,-1.0
2020,2020-07-22,Liverpool,Chelsea,H,IW,2.1,0.49655272936669226,0.9308474341317421,0.042760731670053787,H,1.1
2020,2020-07-26,Crystal Palace,Tottenham,A,IW,1.57,0.8005210265580327,0.9534485039659035,0.2568180116961114,D,-1.0
